id,order_number,customer_id,shipping_address_id,billing_address_id,status,subtotal,tax,shipping_cost,total,order_date
6797,ORD-0006797,3,3,3,delivered,2598.6,181.9,0,2780.5,2021-06-21T18:15:37Z
6798,ORD-0006798,126,172,172,delivered,3775.36,264.28,0,4039.64,2022-10-09T06:07:50Z
6799,ORD-0006799,2529,3543,3543,delivered,6523.77,456.66,0,6980.43,2025-01-21T18:00:56Z
6800,ORD-0006800,234,323,323,pending,442.41,30.97,0,473.38,2024-05-13T15:55:01Z
6801,ORD-0006801,2963,4152,4153,delivered,379.75,26.58,0,406.33,2025-01-23T23:23:59Z
6802,ORD-0006802,2207,3088,3088,delivered,762.98,53.41,0,816.39,2025-01-08T15:01:41Z
6803,ORD-0006803,528,728,728,processing,1999.82,139.99,0,2139.81,2022-11-11T16:27:15Z
6804,ORD-0006804,542,750,750,shipped,6018.41,421.29,0,6439.7,2025-01-13T11:39:17Z
6805,ORD-0006805,1151,1605,1605,delivered,220.37,15.43,0,235.8,2024-11-25T04:04:31Z
6806,ORD-0006806,107,149,149,delivered,2402.68,168.19,0,2570.87,2022-12-21T18:20:42Z
6807,ORD-0006807,1787,2500,2500,delivered,3829.34,268.05,0,4097.39,2023-11-17T22:27:08Z
6808,ORD-0006808,192,262,262,shipped,330.15,23.11,0,353.26,2023-08-08T03:11:53Z
6809,ORD-0006809,713,988,988,delivered,629.65,44.08,0,673.73,2023-05-28T13:17:39Z
6810,ORD-0006810,1923,2690,2689,processing,402.94,28.21,0,431.15,2025-01-13T19:44:53Z
6811,ORD-0006811,62,84,84,delivered,1034.96,72.45,0,1107.41,2023-11-20T20:18:17Z
6812,ORD-0006812,2433,3409,3410,processing,952.22,66.66,0,1018.88,2024-10-07T18:43:22Z
6813,ORD-0006813,2607,3651,3651,delivered,3477.52,243.43,0,3720.95,2024-08-30T02:08:49Z
6814,ORD-0006814,1751,2453,2453,cancelled,4066,284.62,0,4350.62,2024-04-12T19:02:02Z
6815,ORD-0006815,1224,1712,1712,processing,819.8,57.39,0,877.19,2023-12-11T08:25:08Z
6816,ORD-0006816,2506,3514,3514,delivered,898.86,62.92,0,961.78,2024-12-10T07:03:50Z
6817,ORD-0006817,783,1084,1083,delivered,2117.93,148.26,0,2266.19,2024-05-15T17:56:28Z
6818,ORD-0006818,994,1386,1385,delivered,768.91,53.82,0,822.73,2024-04-21T21:01:10Z
6819,ORD-0006819,38,52,51,delivered,1731.24,121.19,0,1852.43,2024-03-03T13:47:16Z
6820,ORD-0006820,1665,2334,2334,delivered,344.46,24.11,0,368.57,2023-12-18T01:12:37Z
6821,ORD-0006821,670,932,932,delivered,6069.23,424.85,0,6494.08,2023-08-21T18:28:40Z
6822,ORD-0006822,507,700,700,delivered,856.08,59.93,0,916.01,2023-01-20T08:50:06Z
6823,ORD-0006823,1189,1659,1659,delivered,317.83,22.25,0,340.08,2023-12-18T02:54:39Z
6824,ORD-0006824,382,527,527,delivered,1039.94,72.8,0,1112.74,2025-01-27T18:25:10Z
6825,ORD-0006825,1703,2385,2385,returned,2061.93,144.34,0,2206.27,2024-06-11T06:09:39Z
6826,ORD-0006826,2941,4119,4119,delivered,423.41,29.64,0,453.05,2025-01-20T16:32:42Z
6827,ORD-0006827,820,1135,1135,delivered,2965.98,207.62,0,3173.6,2023-02-07T17:16:41Z
6828,ORD-0006828,2988,4186,4187,shipped,120.62,8.44,0,129.06,2025-01-28T02:57:28Z
6829,ORD-0006829,1687,2363,2362,shipped,415.7,29.1,0,444.8,2024-02-10T20:23:23Z
6830,ORD-0006830,2977,4171,4171,shipped,527.56,36.93,0,564.49,2025-01-04T10:53:56Z
6831,ORD-0006831,1650,2313,2313,delivered,663.53,46.45,0,709.98,2024-03-27T18:11:02Z
6832,ORD-0006832,651,905,905,delivered,2569.68,179.88,0,2749.56,2024-12-28T04:38:20Z
6833,ORD-0006833,377,520,520,delivered,3817.89,267.25,0,4085.14,2023-11-14T08:21:08Z
6834,ORD-0006834,898,1245,1245,delivered,137.67,9.64,0,147.31,2022-11-16T19:53:20Z
6835,ORD-0006835,2107,2949,2949,delivered,1231.06,86.17,0,1317.23,2024-08-03T07:29:53Z
6836,ORD-0006836,133,181,181,shipped,2253.14,157.72,0,2410.86,2021-11-09T03:53:57Z
6837,ORD-0006837,700,972,972,delivered,798.58,55.9,0,854.48,2023-05-18T05:33:57Z
6838,ORD-0006838,192,262,262,pending,435.31,30.47,0,465.78,2021-09-13T23:50:50Z
6839,ORD-0006839,352,488,488,shipped,4391.57,307.41,0,4698.98,2022-08-30T21:08:16Z
6840,ORD-0006840,530,730,730,delivered,1335.6,93.49,0,1429.09,2024-06-18T01:45:39Z
6841,ORD-0006841,2598,3639,3638,delivered,381.78,26.72,0,408.5,2024-12-25T20:43:06Z
6842,ORD-0006842,520,718,718,shipped,2689.46,188.26,0,2877.72,2023-07-14T21:56:31Z
6843,ORD-0006843,370,511,510,shipped,1534.32,107.4,0,1641.72,2022-09-23T00:45:53Z
6844,ORD-0006844,1500,2106,2106,shipped,623.33,43.63,0,666.96,2024-01-15T05:29:56Z
6845,ORD-0006845,2282,3192,3192,delivered,4974.95,348.25,0,5323.2,2024-12-05T03:27:41Z
6846,ORD-0006846,261,362,362,cancelled,2541.98,177.94,0,2719.92,2023-06-12T00:06:27Z
6847,ORD-0006847,2039,2850,2850,delivered,366.71,25.67,0,392.38,2024-10-22T12:14:14Z
6848,ORD-0006848,1317,1844,1844,shipped,3557.33,249.01,0,3806.34,2023-11-16T18:16:38Z
6849,ORD-0006849,1985,2776,2777,processing,1611.49,112.8,0,1724.29,2024-05-29T16:11:53Z
6850,ORD-0006850,1906,2665,2666,delivered,3301.35,231.09,0,3532.44,2024-07-14T19:12:20Z
6851,ORD-0006851,1919,2685,2685,shipped,229.24,16.05,0,245.29,2024-09-03T22:56:39Z
6852,ORD-0006852,2577,3608,3608,processing,4239.38,296.76,0,4536.14,2024-11-14T11:44:39Z
6853,ORD-0006853,363,501,501,delivered,410.1,28.71,0,438.81,2023-08-16T09:45:15Z
6854,ORD-0006854,1578,2214,2214,delivered,187.4,13.12,0,200.52,2024-07-01T21:15:42Z
6855,ORD-0006855,302,423,422,processing,340.52,23.84,0,364.36,2022-12-07T17:42:14Z
6856,ORD-0006856,688,957,957,returned,916.55,64.16,0,980.71,2024-03-20T07:05:25Z
6857,ORD-0006857,987,1375,1375,delivered,1285.73,90,0,1375.73,2024-09-27T08:33:53Z
6858,ORD-0006858,255,354,354,delivered,2477.88,173.45,0,2651.33,2024-01-21T10:09:15Z
6859,ORD-0006859,133,181,181,shipped,572.41,40.07,0,612.48,2022-06-11T18:26:04Z
6860,ORD-0006860,77,105,105,delivered,2207.12,154.5,0,2361.62,2022-07-06T19:47:50Z
6861,ORD-0006861,1683,2357,2357,shipped,85.63,5.99,0,91.62,2024-03-06T19:59:09Z
6862,ORD-0006862,222,305,305,delivered,2263.38,158.44,0,2421.82,2021-12-20T16:46:13Z
6863,ORD-0006863,2286,3198,3198,delivered,1849.13,129.44,0,1978.57,2024-05-06T14:30:30Z
6864,ORD-0006864,2282,3192,3192,delivered,451.51,31.61,0,483.12,2024-04-21T20:00:48Z
6865,ORD-0006865,1561,2191,2191,delivered,390.86,27.36,0,418.22,2023-07-27T11:57:08Z
6866,ORD-0006866,835,1156,1156,delivered,408.62,28.6,0,437.22,2022-09-15T09:05:45Z
6867,ORD-0006867,1182,1648,1648,shipped,5496.08,384.73,0,5880.81,2023-03-20T08:49:37Z
6868,ORD-0006868,2245,3144,3144,delivered,591.52,41.41,0,632.93,2025-01-15T22:56:55Z
6869,ORD-0006869,1272,1782,1782,delivered,1293.01,90.51,0,1383.52,2024-06-12T16:55:08Z
6870,ORD-0006870,973,1355,1356,delivered,1572.15,110.05,0,1682.2,2024-06-27T00:56:36Z
6871,ORD-0006871,326,454,454,delivered,1575.65,110.3,0,1685.95,2022-03-13T12:58:29Z
6872,ORD-0006872,1122,1562,1562,cancelled,1992.38,139.47,0,2131.85,2023-12-27T03:06:22Z
6873,ORD-0006873,1398,1959,1959,delivered,4083.51,285.85,0,4369.36,2024-11-08T16:29:04Z
6874,ORD-0006874,278,385,386,returned,1670.09,116.91,0,1787,2024-04-28T23:19:02Z
6875,ORD-0006875,979,1363,1364,delivered,1740.11,121.81,0,1861.92,2022-11-04T19:13:36Z
6876,ORD-0006876,1770,2477,2477,cancelled,788.77,55.21,0,843.98,2024-08-07T18:27:52Z
6877,ORD-0006877,1603,2250,2250,delivered,495.58,34.69,0,530.27,2023-11-11T14:59:34Z
6878,ORD-0006878,471,652,652,shipped,1416.17,99.13,0,1515.3,2022-03-30T15:19:59Z
6879,ORD-0006879,1711,2393,2393,delivered,2471.24,172.99,0,2644.23,2024-05-15T03:20:59Z
6880,ORD-0006880,2282,3192,3192,returned,2827.3,197.91,0,3025.21,2024-04-24T17:16:50Z
6881,ORD-0006881,2497,3503,3503,delivered,322.65,22.59,0,345.24,2024-07-08T17:20:14Z
6882,ORD-0006882,2869,4012,4012,processing,5328.74,373.01,0,5701.75,2024-11-23T14:28:36Z
6883,ORD-0006883,2983,4179,4179,delivered,1798.15,125.87,0,1924.02,2025-01-13T23:10:59Z
6884,ORD-0006884,293,407,407,processing,2335.04,163.45,0,2498.49,2022-09-21T00:16:33Z
6885,ORD-0006885,1399,1960,1961,delivered,794.54,55.62,0,850.16,2023-10-28T09:38:27Z
6886,ORD-0006886,1596,2240,2241,delivered,776.7,54.37,0,831.07,2024-04-22T00:45:14Z
6887,ORD-0006887,342,475,475,delivered,4566.99,319.69,0,4886.68,2024-12-30T11:21:54Z
6888,ORD-0006888,33,46,46,returned,1410.73,98.75,0,1509.48,2023-01-05T20:38:52Z
6889,ORD-0006889,481,666,666,delivered,1273.91,89.17,0,1363.08,2022-07-28T13:33:15Z
6890,ORD-0006890,322,449,449,delivered,279.47,19.56,0,299.03,2022-09-02T00:35:43Z
6891,ORD-0006891,2159,3021,3022,processing,3108.49,217.59,0,3326.08,2024-03-13T02:03:43Z
6892,ORD-0006892,168,232,232,delivered,67.57,4.73,5.48,77.78,2024-08-22T10:01:25Z
6893,ORD-0006893,233,322,322,delivered,2168.42,151.79,0,2320.21,2024-04-22T13:59:15Z
6894,ORD-0006894,1017,1417,1417,shipped,3151.93,220.64,0,3372.57,2024-04-06T00:10:58Z
6895,ORD-0006895,739,1026,1026,delivered,1150.48,80.53,0,1231.01,2024-04-07T14:29:41Z
6896,ORD-0006896,16,23,23,returned,2112.43,147.87,0,2260.3,2022-11-20T13:22:33Z
6897,ORD-0006897,720,996,996,delivered,1270.46,88.93,0,1359.39,2024-07-24T18:44:52Z
6898,ORD-0006898,829,1147,1147,delivered,490.92,34.36,0,525.28,2023-03-10T02:51:43Z
6899,ORD-0006899,1651,2315,2315,delivered,801.56,56.11,0,857.67,2023-09-06T12:50:25Z
6900,ORD-0006900,2440,3418,3418,delivered,31.35,2.19,8.67,42.21,2024-11-18T18:21:41Z
6901,ORD-0006901,605,843,842,delivered,1309.04,91.63,0,1400.67,2023-06-15T10:29:54Z
6902,ORD-0006902,1225,1713,1713,delivered,791.45,55.4,0,846.85,2024-01-07T20:10:52Z
6903,ORD-0006903,2788,3910,3910,delivered,981.12,68.68,0,1049.8,2024-12-17T01:04:26Z
6904,ORD-0006904,2312,3235,3235,delivered,2588.57,181.2,0,2769.77,2024-08-29T19:25:58Z
6905,ORD-0006905,1952,2729,2729,processing,4102.58,287.18,0,4389.76,2024-04-12T20:38:06Z
6906,ORD-0006906,1233,1725,1725,pending,538.66,37.71,0,576.37,2023-07-20T22:34:49Z
6907,ORD-0006907,725,1002,1002,delivered,2956.97,206.99,0,3163.96,2023-08-12T03:49:31Z
6908,ORD-0006908,1579,2215,2215,delivered,4247.04,297.29,0,4544.33,2024-03-22T06:11:29Z
6909,ORD-0006909,671,933,934,delivered,780.23,54.62,0,834.85,2022-12-25T10:42:55Z
6910,ORD-0006910,570,792,792,delivered,294.81,20.64,0,315.45,2023-05-20T22:48:55Z
6911,ORD-0006911,1663,2331,2331,delivered,670.24,46.92,0,717.16,2024-04-15T13:01:41Z
6912,ORD-0006912,1251,1751,1751,shipped,2834.57,198.42,0,3032.99,2024-04-25T11:27:47Z
6913,ORD-0006913,2024,2830,2830,delivered,4712.08,329.85,0,5041.93,2024-09-19T16:57:14Z
6914,ORD-0006914,855,1185,1185,delivered,111.06,7.77,0,118.83,2022-12-10T09:30:58Z
6915,ORD-0006915,378,521,521,shipped,72.62,5.08,12.9,90.6,2024-08-05T21:21:27Z
6916,ORD-0006916,1208,1689,1689,delivered,2410.83,168.76,0,2579.59,2023-03-16T13:22:08Z
6917,ORD-0006917,779,1078,1078,shipped,896.75,62.77,0,959.52,2024-05-22T02:18:45Z
6918,ORD-0006918,2136,2990,2990,delivered,2507.12,175.5,0,2682.62,2025-01-13T02:18:31Z
6919,ORD-0006919,714,989,989,delivered,2133.75,149.36,0,2283.11,2023-01-06T21:44:38Z
6920,ORD-0006920,472,653,653,delivered,2886.43,202.05,0,3088.48,2022-06-07T11:06:52Z
6921,ORD-0006921,2195,3071,3071,delivered,153.89,10.77,0,164.66,2024-05-17T09:15:21Z
6922,ORD-0006922,713,988,988,cancelled,740.03,51.8,0,791.83,2024-04-15T04:36:16Z
6923,ORD-0006923,24,36,35,cancelled,878.83,61.52,0,940.35,2023-12-05T15:32:22Z
6924,ORD-0006924,447,619,619,delivered,5515.08,386.06,0,5901.14,2022-07-05T12:02:00Z
6925,ORD-0006925,2757,3865,3865,returned,3534,247.38,0,3781.38,2024-11-12T06:13:56Z
6926,ORD-0006926,106,148,148,delivered,1163.14,81.42,0,1244.56,2021-10-18T07:13:56Z
6927,ORD-0006927,706,978,978,shipped,10025.87,701.81,0,10727.68,2023-11-18T00:33:48Z
6928,ORD-0006928,234,323,323,delivered,1927.09,134.9,0,2061.99,2022-04-08T23:36:29Z
6929,ORD-0006929,1159,1616,1616,delivered,4084.58,285.92,0,4370.5,2024-07-08T21:24:17Z
6930,ORD-0006930,918,1271,1271,delivered,1086.18,76.03,0,1162.21,2024-04-10T02:50:30Z
6931,ORD-0006931,1617,2269,2269,delivered,3655.45,255.88,0,3911.33,2025-01-01T01:22:51Z
6932,ORD-0006932,225,310,310,delivered,1050.74,73.55,0,1124.29,2023-01-24T03:53:33Z
6933,ORD-0006933,1356,1901,1901,processing,4220.16,295.41,0,4515.57,2024-05-20T15:55:40Z
6934,ORD-0006934,1306,1828,1828,cancelled,2009.07,140.63,0,2149.7,2023-11-29T15:00:56Z
6935,ORD-0006935,64,87,86,delivered,725.92,50.81,0,776.73,2024-03-02T17:00:32Z
6936,ORD-0006936,1567,2198,2198,shipped,4634.44,324.41,0,4958.85,2024-10-15T18:41:23Z
6937,ORD-0006937,1203,1682,1682,returned,5384.21,376.89,0,5761.1,2024-03-07T00:23:53Z
6938,ORD-0006938,1897,2654,2654,delivered,379.69,26.58,0,406.27,2025-01-28T08:03:34Z
6939,ORD-0006939,1522,2135,2135,delivered,473.79,33.17,0,506.96,2024-10-08T13:04:57Z
6940,ORD-0006940,2259,3163,3163,delivered,4647.57,325.33,0,4972.9,2024-09-02T16:33:33Z
6941,ORD-0006941,367,507,507,cancelled,3200.68,224.05,0,3424.73,2024-09-01T09:12:52Z
6942,ORD-0006942,2396,3357,3358,delivered,2425.92,169.81,0,2595.73,2024-08-14T11:38:20Z
6943,ORD-0006943,812,1123,1123,shipped,274.41,19.21,0,293.62,2024-12-25T08:11:25Z
6944,ORD-0006944,601,835,834,delivered,2095.02,146.65,0,2241.67,2024-01-27T08:42:10Z
6945,ORD-0006945,2473,3467,3466,shipped,807.18,56.5,0,863.68,2024-12-18T01:37:12Z
6946,ORD-0006946,249,346,346,shipped,1210.19,84.71,0,1294.9,2024-12-22T20:22:55Z
6947,ORD-0006947,988,1376,1376,delivered,35.78,2.5,5.22,43.5,2023-04-22T11:03:29Z
6948,ORD-0006948,1323,1852,1852,delivered,509.96,35.7,0,545.66,2023-08-29T07:19:30Z
6949,ORD-0006949,2663,3738,3737,returned,296.3,20.74,0,317.04,2024-12-04T00:55:52Z
6950,ORD-0006950,265,367,368,delivered,3529.67,247.08,0,3776.75,2022-11-12T07:04:15Z
6951,ORD-0006951,1216,1701,1701,delivered,919.67,64.38,0,984.05,2023-10-15T11:13:18Z
6952,ORD-0006952,11,16,16,delivered,276.13,19.33,0,295.46,2022-08-16T19:24:57Z
6953,ORD-0006953,1367,1918,1918,delivered,136,9.52,0,145.52,2024-03-15T04:31:15Z
6954,ORD-0006954,613,855,855,delivered,179.63,12.57,0,192.2,2024-03-22T14:00:32Z
6955,ORD-0006955,515,711,711,pending,2494.4,174.61,0,2669.01,2022-06-11T08:24:58Z
6956,ORD-0006956,52,73,73,delivered,838.41,58.69,0,897.1,2023-10-29T00:34:38Z
6957,ORD-0006957,987,1375,1375,delivered,4390.15,307.31,0,4697.46,2023-07-07T11:31:45Z
6958,ORD-0006958,1228,1717,1718,cancelled,2338.71,163.71,0,2502.42,2024-09-24T12:32:46Z
6959,ORD-0006959,640,888,888,processing,544.54,38.12,0,582.66,2023-07-23T21:43:01Z
6960,ORD-0006960,763,1057,1057,delivered,1369.83,95.89,0,1465.72,2023-03-12T12:56:39Z
6961,ORD-0006961,1944,2719,2719,delivered,478.73,33.51,0,512.24,2024-02-25T02:41:51Z
6962,ORD-0006962,450,622,622,delivered,5279.94,369.6,0,5649.54,2022-08-05T14:00:24Z
6963,ORD-0006963,323,450,450,processing,108.88,7.62,0,116.5,2024-04-21T07:58:59Z
6964,ORD-0006964,1421,1990,1990,pending,2721.71,190.52,0,2912.23,2024-09-28T12:33:27Z
6965,ORD-0006965,35,48,48,delivered,2124.73,148.73,0,2273.46,2021-12-24T14:09:33Z
6966,ORD-0006966,2039,2850,2850,delivered,654.53,45.82,0,700.35,2024-10-26T16:12:22Z
6967,ORD-0006967,964,1341,1341,delivered,112.29,7.86,0,120.15,2024-11-25T12:22:31Z
6968,ORD-0006968,642,892,892,pending,288.02,20.16,0,308.18,2022-12-10T07:31:45Z
6969,ORD-0006969,1439,2014,2015,delivered,142.47,9.97,0,152.44,2024-09-12T09:06:12Z
6970,ORD-0006970,1008,1405,1405,processing,2641.39,184.9,0,2826.29,2023-03-16T03:22:02Z
6971,ORD-0006971,69,95,94,delivered,405.57,28.39,0,433.96,2022-11-10T14:11:32Z
6972,ORD-0006972,185,253,253,processing,1214.02,84.98,0,1299,2023-11-29T06:29:46Z
6973,ORD-0006973,933,1293,1293,cancelled,355.24,24.87,0,380.11,2023-02-13T19:22:27Z
6974,ORD-0006974,1516,2127,2127,processing,291.85,20.43,0,312.28,2023-09-11T13:08:15Z
6975,ORD-0006975,114,157,157,delivered,1222.87,85.6,0,1308.47,2022-08-19T02:01:57Z
6976,ORD-0006976,2615,3663,3663,cancelled,3020.73,211.45,0,3232.18,2024-11-01T21:09:09Z
6977,ORD-0006977,464,642,642,returned,1453.44,101.74,0,1555.18,2024-12-01T20:44:51Z
6978,ORD-0006978,1263,1766,1766,delivered,1465.02,102.55,0,1567.57,2024-09-05T21:48:06Z
6979,ORD-0006979,1138,1586,1586,shipped,521.78,36.52,0,558.3,2023-03-01T11:01:25Z
6980,ORD-0006980,2836,3969,3969,delivered,3638.4,254.69,0,3893.09,2024-11-13T09:35:45Z
6981,ORD-0006981,54,75,75,delivered,122.41,8.57,0,130.98,2024-06-15T11:59:18Z
6982,ORD-0006982,906,1255,1255,delivered,3271.31,228.99,0,3500.3,2023-10-09T22:37:44Z
6983,ORD-0006983,38,52,51,delivered,1704.79,119.34,0,1824.13,2021-12-15T18:32:50Z
6984,ORD-0006984,2584,3617,3617,delivered,561.3,39.29,0,600.59,2024-10-03T13:25:02Z
6985,ORD-0006985,2443,3422,3422,delivered,303.03,21.21,0,324.24,2024-11-26T00:32:17Z
6986,ORD-0006986,2311,3234,3234,delivered,399.77,27.98,0,427.75,2024-08-07T23:02:08Z
6987,ORD-0006987,1508,2115,2116,delivered,2523.36,176.64,0,2700,2024-12-15T03:40:12Z
6988,ORD-0006988,3,4,4,delivered,1033.92,72.37,0,1106.29,2023-12-06T15:58:49Z
6989,ORD-0006989,1655,2320,2320,cancelled,240.63,16.84,0,257.47,2024-05-08T11:18:59Z
6990,ORD-0006990,1116,1554,1554,delivered,3595.1,251.66,0,3846.76,2023-11-03T10:40:51Z
6991,ORD-0006991,1445,2023,2024,delivered,960.12,67.21,0,1027.33,2024-07-15T17:09:05Z
6992,ORD-0006992,737,1022,1021,delivered,3477.78,243.44,0,3721.22,2024-07-22T08:57:04Z
6993,ORD-0006993,1578,2214,2214,delivered,238.5,16.7,0,255.2,2024-02-04T01:28:32Z
6994,ORD-0006994,258,358,358,delivered,3490.48,244.33,0,3734.81,2021-10-20T16:44:46Z
6995,ORD-0006995,296,411,411,delivered,669.94,46.9,0,716.84,2023-06-02T14:32:01Z
6996,ORD-0006996,1878,2629,2629,delivered,2056.64,143.96,0,2200.6,2024-04-11T01:41:26Z
6997,ORD-0006997,1673,2345,2345,delivered,123.67,8.66,0,132.33,2025-01-08T00:31:21Z
6998,ORD-0006998,2298,3216,3215,delivered,732.86,51.3,0,784.16,2024-09-02T13:33:41Z
6999,ORD-0006999,1877,2628,2628,shipped,1023.6,71.65,0,1095.25,2023-12-09T05:30:52Z
7000,ORD-0007000,1159,1616,1615,delivered,2213.93,154.98,0,2368.91,2023-02-23T21:35:18Z
7001,ORD-0007001,2091,2925,2925,cancelled,155.73,10.9,0,166.63,2024-12-06T13:54:36Z
7002,ORD-0007002,800,1106,1106,delivered,3096.07,216.72,0,3312.79,2022-09-02T03:16:22Z
7003,ORD-0007003,1847,2586,2586,delivered,784.17,54.89,0,839.06,2024-03-05T02:56:03Z
7004,ORD-0007004,829,1147,1147,delivered,598.05,41.86,0,639.91,2023-12-02T22:12:04Z
7005,ORD-0007005,756,1047,1048,shipped,884.74,61.93,0,946.67,2024-04-05T19:25:14Z
7006,ORD-0007006,1,1,1,delivered,1055.1,73.86,0,1128.96,2022-02-05T10:37:34Z
7007,ORD-0007007,444,616,616,processing,52.88,3.7,10.64,67.22,2024-01-30T15:21:06Z
7008,ORD-0007008,679,946,946,cancelled,195.14,13.66,0,208.8,2022-12-01T23:13:42Z
7009,ORD-0007009,1577,2213,2213,shipped,1860.27,130.22,0,1990.49,2024-10-27T20:25:13Z
7010,ORD-0007010,162,224,224,delivered,81.45,5.7,0,87.15,2024-01-08T04:08:21Z
7011,ORD-0007011,657,913,913,delivered,240.78,16.85,0,257.63,2023-10-22T03:22:49Z
7012,ORD-0007012,1079,1504,1504,delivered,1958.1,137.07,0,2095.17,2023-09-14T06:17:30Z
7013,ORD-0007013,23,34,33,delivered,353.19,24.72,0,377.91,2023-09-14T05:10:30Z
7014,ORD-0007014,1942,2716,2716,delivered,2537.56,177.63,0,2715.19,2024-10-05T21:42:31Z
7015,ORD-0007015,383,528,528,returned,964.24,67.5,0,1031.74,2023-11-02T00:18:11Z
7016,ORD-0007016,2457,3442,3441,delivered,3093.83,216.57,0,3310.4,2024-07-21T17:10:27Z
7017,ORD-0007017,215,294,295,delivered,3149.73,220.48,0,3370.21,2023-05-01T13:19:37Z
7018,ORD-0007018,1672,2344,2343,cancelled,1233.37,86.34,0,1319.71,2024-04-13T11:50:44Z
7019,ORD-0007019,2243,3141,3141,delivered,974.18,68.19,0,1042.37,2024-05-25T11:00:52Z
7020,ORD-0007020,1064,1483,1484,delivered,5044.37,353.11,0,5397.48,2023-01-16T02:50:43Z
7021,ORD-0007021,351,486,486,delivered,3892.4,272.47,0,4164.87,2024-05-09T18:06:23Z
7022,ORD-0007022,422,586,586,pending,290.6,20.34,0,310.94,2024-02-04T20:12:42Z
7023,ORD-0007023,470,651,651,delivered,998.6,69.9,0,1068.5,2023-01-14T06:33:20Z
7024,ORD-0007024,1009,1406,1406,shipped,1248.48,87.39,0,1335.87,2024-05-06T05:58:31Z
7025,ORD-0007025,1613,2263,2263,delivered,461.63,32.31,0,493.94,2023-08-20T20:48:09Z
7026,ORD-0007026,1030,1435,1435,processing,2377.92,166.45,0,2544.37,2023-02-11T01:40:44Z
7027,ORD-0007027,468,648,648,delivered,1585.58,110.99,0,1696.57,2023-07-31T13:59:53Z
7028,ORD-0007028,2847,3983,3983,shipped,539.31,37.75,0,577.06,2025-01-24T04:10:31Z
7029,ORD-0007029,1588,2228,2228,processing,214.89,15.04,0,229.93,2023-09-20T06:22:45Z
7030,ORD-0007030,597,829,829,delivered,437.63,30.63,0,468.26,2023-01-05T03:39:57Z
7031,ORD-0007031,2085,2917,2917,shipped,4358.96,305.13,0,4664.09,2024-04-21T08:09:08Z
7032,ORD-0007032,1220,1707,1707,processing,466.27,32.64,0,498.91,2023-02-05T22:52:26Z
7033,ORD-0007033,342,475,475,delivered,1889.76,132.28,0,2022.04,2024-09-28T00:41:54Z
7034,ORD-0007034,920,1273,1274,delivered,2319.95,162.4,0,2482.35,2024-03-03T20:41:12Z
7035,ORD-0007035,1700,2380,2381,delivered,505.17,35.36,0,540.53,2024-05-08T19:44:51Z
7036,ORD-0007036,1818,2543,2543,delivered,364.66,25.53,0,390.19,2024-05-16T18:03:35Z
7037,ORD-0007037,819,1134,1134,delivered,733.01,51.31,0,784.32,2024-11-21T23:38:35Z
7038,ORD-0007038,401,551,551,pending,2874.65,201.23,0,3075.88,2023-02-09T00:23:33Z
7039,ORD-0007039,2896,4051,4051,processing,3477.41,243.42,0,3720.83,2025-01-17T06:12:11Z
7040,ORD-0007040,92,125,125,delivered,2349.06,164.43,0,2513.49,2022-08-13T14:00:35Z
7041,ORD-0007041,2573,3604,3604,delivered,2784.13,194.89,0,2979.02,2024-07-29T11:21:05Z
7042,ORD-0007042,134,183,183,processing,568.19,39.77,0,607.96,2022-05-19T04:26:08Z
7043,ORD-0007043,967,1346,1346,delivered,398.66,27.91,0,426.57,2023-07-12T19:04:14Z
7044,ORD-0007044,2731,3832,3832,cancelled,272.35,19.06,0,291.41,2024-11-02T10:40:48Z
7045,ORD-0007045,848,1177,1177,shipped,2871.14,200.98,0,3072.12,2023-08-21T14:04:26Z
7046,ORD-0007046,2468,3460,3459,cancelled,1105.32,77.37,0,1182.69,2024-08-30T07:23:03Z
7047,ORD-0007047,1776,2485,2485,delivered,236.68,16.57,0,253.25,2024-04-17T22:28:58Z
7048,ORD-0007048,2497,3503,3503,returned,2289.2,160.24,0,2449.44,2025-01-12T22:53:17Z
7049,ORD-0007049,1694,2372,2372,delivered,3421.55,239.51,0,3661.06,2024-01-22T09:49:20Z
7050,ORD-0007050,1159,1615,1616,delivered,231.91,16.23,0,248.14,2024-10-10T09:49:14Z
7051,ORD-0007051,2139,2994,2994,delivered,125.88,8.81,0,134.69,2024-08-16T03:43:14Z
7052,ORD-0007052,827,1144,1144,delivered,1341.17,93.88,0,1435.05,2023-10-04T21:44:30Z
7053,ORD-0007053,2121,2969,2969,delivered,3861.57,270.31,0,4131.88,2024-04-22T01:31:23Z
7054,ORD-0007054,3,4,3,processing,1291.31,90.39,0,1381.7,2022-07-10T20:01:55Z
7055,ORD-0007055,470,651,651,delivered,1556.71,108.97,0,1665.68,2023-11-15T13:11:23Z
7056,ORD-0007056,359,496,496,cancelled,78.31,5.48,0,83.79,2024-02-15T05:07:28Z
7057,ORD-0007057,2068,2892,2892,shipped,1748.14,122.37,0,1870.51,2024-03-10T12:35:07Z
7058,ORD-0007058,929,1288,1288,pending,59.96,4.2,11.98,76.14,2023-03-15T01:03:45Z
7059,ORD-0007059,104,143,143,delivered,4118.31,288.28,0,4406.59,2023-09-15T22:15:54Z
7060,ORD-0007060,369,509,509,delivered,2835.45,198.48,0,3033.93,2022-09-16T23:22:01Z
